,ds,y,unique_id
381,2022-01-17,16,1
382,2022-01-18,6,1
383,2022-01-19,14,1
384,2022-01-20,2,1
385,2022-01-21,15,1
386,2022-01-22,11,1
387,2022-01-23,7,1
388,2022-01-24,6,1
389,2022-01-25,8,1
390,2022-01-26,11,1
391,2022-01-27,6,1
392,2022-01-28,10,1
393,2022-01-29,8,1
394,2022-01-30,9,1
395,2022-01-31,7,1
396,2022-02-01,3,1
397,2022-02-02,3,1
398,2022-02-03,1,1
399,2022-02-04,13,1
400,2022-02-05,15,1
401,2022-02-06,6,1
402,2022-02-07,5,1
403,2022-02-08,8,1
404,2022-02-09,5,1
405,2022-02-10,6,1
406,2022-02-11,12,1
407,2022-02-12,13,1
408,2022-02-13,14,1
409,2022-02-14,9,1
410,2022-02-15,6,1
411,2022-02-16,5,1
412,2022-02-17,10,1
413,2022-02-18,8,1
414,2022-02-19,5,1
415,2022-02-20,12,1
416,2022-02-21,7,1
417,2022-02-22,6,1
418,2022-02-23,8,1
419,2022-02-24,3,1
420,2022-02-25,12,1
421,2022-02-26,16,1
422,2022-02-27,10,1
423,2022-02-28,6,1
424,2022-03-01,8,1
425,2022-03-02,5,1
426,2022-03-03,7,1
427,2022-03-04,5,1
428,2022-03-05,10,1
429,2022-03-06,14,1
430,2022-03-07,6,1
431,2022-03-08,6,1
432,2022-03-09,11,1
433,2022-03-10,3,1
434,2022-03-11,9,1
435,2022-03-12,9,1
436,2022-03-13,8,1
437,2022-03-14,5,1
438,2022-03-15,8,1
439,2022-03-16,6,1
440,2022-03-17,6,1
441,2022-03-18,10,1
442,2022-03-19,14,1
443,2022-03-20,7,1
444,2022-03-21,5,1
445,2022-03-22,8,1
446,2022-03-23,9,1
447,2022-03-24,7,1
448,2022-03-25,7,1
449,2022-03-26,6,1
450,2022-03-27,9,1
451,2022-03-28,8,1
452,2022-03-29,6,1
453,2022-03-30,6,1
454,2022-03-31,8,1
455,2022-04-01,8,1
456,2022-04-02,11,1
457,2022-04-03,6,1
458,2022-04-04,6,1
459,2022-04-05,6,1
460,2022-04-06,2,1
461,2022-04-07,8,1
462,2022-04-08,10,1
463,2022-04-09,9,1
464,2022-04-10,14,1
465,2022-04-11,8,1
466,2022-04-12,7,1
467,2022-04-13,11,1
468,2022-04-14,9,1
469,2022-04-15,4,1
470,2022-04-16,20,1
471,2022-04-17,12,1
472,2022-04-18,6,1
473,2022-04-19,12,1
474,2022-04-20,7,1
475,2022-04-21,4,1
476,2022-04-22,8,1
477,2022-04-23,5,1
478,2022-04-24,5,1
479,2022-04-25,5,1
480,2022-04-26,9,1
481,2022-04-27,6,1
482,2022-04-28,9,1
483,2022-04-29,8,1
484,2022-04-30,11,1
485,2022-05-01,11,1
486,2022-05-02,8,1
487,2022-05-03,5,1
488,2022-05-04,12,1
489,2022-05-05,8,1
490,2022-05-06,8,1
491,2022-05-07,15,1
492,2022-05-08,9,1
493,2022-05-09,8,1
494,2022-05-10,6,1
495,2022-05-11,10,1
496,2022-05-12,8,1
497,2022-05-13,10,1
498,2022-05-14,8,1
499,2022-05-15,19,1
500,2022-05-16,4,1
501,2022-05-17,10,1
502,2022-05-18,9,1
503,2022-05-19,9,1
504,2022-05-20,11,1
505,2022-05-21,19,1
506,2022-05-22,11,1
507,2022-05-23,12,1
508,2022-05-24,4,1
509,2022-05-25,10,1
510,2022-05-26,10,1
511,2022-05-27,15,1
512,2022-05-28,12,1
513,2022-05-29,9,1
514,2022-05-30,7,1
515,2022-05-31,4,1
516,2022-06-01,8,1
517,2022-06-02,9,1
518,2022-06-03,11,1
519,2022-06-04,11,1
520,2022-06-05,7,1
521,2022-06-06,5,1
522,2022-06-07,5,1
523,2022-06-08,5,1
524,2022-06-09,7,1
525,2022-06-10,5,1
526,2022-06-11,13,1
527,2022-06-12,16,1
528,2022-06-13,11,1
529,2022-06-14,6,1
530,2022-06-15,11,1
531,2022-06-16,11,1
532,2022-06-17,15,1
533,2022-06-18,12,1
534,2022-06-19,18,1
535,2022-06-20,6,1
536,2022-06-21,11,1
537,2022-06-22,13,1
538,2022-06-23,11,1
539,2022-06-24,9,1
540,2022-06-25,9,1
541,2022-06-26,16,1
542,2022-06-27,7,1
543,2022-06-28,10,1
544,2022-06-29,10,1
545,2022-06-30,9,1
546,2022-07-01,14,1
547,2022-07-02,12,1
548,2022-07-03,8,1
549,2022-07-04,9,1
550,2022-07-05,9,1
551,2022-07-06,10,1
552,2022-07-07,7,1
553,2022-07-08,17,1
554,2022-07-09,10,1
555,2022-07-10,14,1
556,2022-07-11,8,1
557,2022-07-12,12,1
558,2022-07-13,17,1
559,2022-07-14,11,1
560,2022-07-15,9,1
561,2022-07-16,13,1
562,2022-07-17,10,1
563,2022-07-18,9,1
564,2022-07-19,5,1
565,2022-07-20,10,1
566,2022-07-21,10,1
567,2022-07-22,10,1
568,2022-07-23,12,1
569,2022-07-24,12,1
570,2022-07-25,4,1
571,2022-07-26,12,1
572,2022-07-27,12,1
573,2022-07-28,9,1
574,2022-07-29,9,1
575,2022-07-30,6,1
576,2022-07-31,15,1
577,2022-08-01,9,1
578,2022-08-02,11,1
579,2022-08-03,14,1
580,2022-08-04,6,1
581,2022-08-05,10,1
582,2022-08-06,17,1
583,2022-08-07,7,1
584,2022-08-08,6,1
585,2022-08-09,3,1
586,2022-08-10,9,1
587,2022-08-11,3,1
588,2022-08-12,10,1
589,2022-08-13,16,1
590,2022-08-14,8,1
591,2022-08-15,9,1
592,2022-08-16,7,1
593,2022-08-17,7,1
594,2022-08-18,7,1
595,2022-08-19,15,1
596,2022-08-20,7,1
597,2022-08-21,21,1
598,2022-08-22,8,1
599,2022-08-23,11,1
600,2022-08-24,10,1
601,2022-08-25,7,1
602,2022-08-26,11,1
603,2022-08-27,16,1
604,2022-08-28,10,1
605,2022-08-29,8,1
606,2022-08-30,10,1
607,2022-08-31,6,1
608,2022-09-01,7,1
609,2022-09-02,7,1
610,2022-09-03,7,1
611,2022-09-04,19,1
612,2022-09-05,4,1
613,2022-09-06,4,1
614,2022-09-07,10,1
615,2022-09-08,8,1
616,2022-09-09,6,1
617,2022-09-10,10,1
618,2022-09-11,8,1
619,2022-09-12,12,1
620,2022-09-13,8,1
621,2022-09-14,10,1
622,2022-09-15,9,1
623,2022-09-16,8,1
624,2022-09-17,13,1
625,2022-09-18,13,1
626,2022-09-19,8,1
627,2022-09-20,10,1
628,2022-09-21,9,1
629,2022-09-22,12,1
630,2022-09-23,12,1
631,2022-09-24,13,1
632,2022-09-25,10,1
633,2022-09-26,5,1
634,2022-09-27,5,1
635,2022-09-28,9,1
636,2022-09-29,11,1
637,2022-09-30,9,1
638,2022-10-01,15,1
639,2022-10-02,11,1
640,2022-10-03,14,1
641,2022-10-04,11,1
642,2022-10-05,7,1
643,2022-10-06,12,1
644,2022-10-07,13,1
645,2022-10-08,9,1
646,2022-10-09,9,1
647,2022-10-10,4,1
648,2022-10-11,6,1
649,2022-10-12,3,1
650,2022-10-13,12,1
651,2022-10-14,8,1
652,2022-10-15,16,1
653,2022-10-16,11,1
654,2022-10-17,9,1
655,2022-10-18,11,1
656,2022-10-19,5,1
657,2022-10-20,13,1
658,2022-10-21,12,1
659,2022-10-22,13,1
660,2022-10-23,14,1
661,2022-10-24,4,1
662,2022-10-25,9,1
663,2022-10-26,7,1
664,2022-10-27,5,1
665,2022-10-28,9,1
666,2022-10-29,11,1
667,2022-10-30,12,1
668,2022-10-31,14,1
669,2022-11-01,5,1
670,2022-11-02,11,1
671,2022-11-03,5,1
672,2022-11-04,6,1
673,2022-11-05,8,1
674,2022-11-06,10,1
675,2022-11-07,7,1
676,2022-11-08,6,1
677,2022-11-09,11,1
678,2022-11-10,9,1
679,2022-11-11,7,1
680,2022-11-12,10,1
681,2022-11-13,6,1
682,2022-11-14,11,1
683,2022-11-15,12,1
684,2022-11-16,8,1
685,2022-11-17,9,1
686,2022-11-18,5,1
687,2022-11-19,3,1
688,2022-11-20,14,1
689,2022-11-21,8,1
690,2022-11-22,6,1
691,2022-11-23,6,1
692,2022-11-24,10,1
693,2022-11-25,8,1
694,2022-11-26,10,1
695,2022-11-27,9,1
696,2022-11-28,7,1
697,2022-11-29,11,1
698,2022-11-30,4,1
699,2022-12-01,11,1
700,2022-12-02,10,1
701,2022-12-03,12,1
702,2022-12-04,6,1
703,2022-12-05,6,1
704,2022-12-06,9,1
705,2022-12-07,14,1
706,2022-12-08,8,1
707,2022-12-09,8,1
708,2022-12-10,18,1
709,2022-12-11,15,1
710,2022-12-12,6,1
711,2022-12-13,7,1
712,2022-12-14,8,1
713,2022-12-15,6,1
714,2022-12-16,17,1
715,2022-12-17,5,1
716,2022-12-18,16,1
717,2022-12-19,14,1
718,2022-12-20,13,1
719,2022-12-21,10,1
720,2022-12-22,10,1
721,2022-12-23,11,1
722,2022-12-24,7,1
723,2022-12-25,6,1
724,2022-12-26,9,1
725,2022-12-27,6,1
726,2022-12-28,8,1
727,2022-12-29,7,1
728,2022-12-30,4,1
729,2022-12-31,6,1
